"","source","cases"
"1","day100",5
"2","day100",2
"3","day100",2
"4","day100",2
"5","day100",6
"6","day100",4
"7","day100",8
"8","day100",3
"9","day100",2
"10","day100",2
"11","day100",3
"12","day100",133
"13","day100",1
"14","day100",1
"15","day100",1
"16","day100",1
"17","day100",4
"18","day100",4
"19","day100",69
"20","day100",1
"21","day100",0
"22","day100",3
"23","day100",4
"24","day100",2
"25","day100",13
"26","day100",67
"27","day100",9
"28","day100",1
"29","day100",4
"30","day100",0
"31","day100",5
"32","day100",8
"33","day100",6
"34","day100",73
"35","day100",3
"36","day100",120
"37","day100",0
"38","day100",12
"39","day100",6
"40","day100",3
"41","day100",5
"42","day100",0
"43","day100",5
"44","day100",9
"45","day100",7
"46","day100",8
"47","day100",2
"48","day100",6
"49","day100",5
"50","day100",1
"51","day100",0
"52","day100",5
"53","day100",117
"54","day100",2
"55","day100",8
"56","day100",52
"57","day100",8
"58","day100",7
"59","day100",100
"60","day100",1
"61","day100",5
"62","day100",1
"63","day100",1
"64","day100",8
"65","day100",43
"66","day100",0
"67","day100",5
"68","day100",1
"69","day100",4
"70","day100",8
"71","day100",73
"72","day100",5
"73","day100",1
"74","day100",0
"75","day100",2
"76","day100",53
"77","day100",5
"78","day100",1
"79","day100",6
"80","day100",12
"81","day100",1
"82","day100",0
"83","day100",4
"84","day100",1
"85","day100",2
"86","day100",0
"87","day100",1
"88","day100",5
"89","day100",1
"90","day100",0
"91","day100",0
"92","day100",1
"93","day100",3
"94","day100",5
"95","day100",4
"96","day100",0
"97","day100",5
"98","day100",2
"99","day100",1
"100","day100",42
"101","day100",88
"102","day100",7
"103","day100",79
"104","day100",3
"105","day100",1
"106","day100",1
"107","day100",96
"108","day100",1
"109","day100",7
"110","day100",41
"111","day100",6
"112","day100",6
"113","day100",68
"114","day100",0
"115","day100",0
"116","day100",0
"117","day100",0
"118","day100",8
"119","day100",0
"120","day100",80
"121","day100",4
"122","day100",3
"123","day100",4
"124","day100",5
"125","day100",0
"126","day100",0
"127","day100",62
"128","day100",2
"129","day100",2
"130","day100",10
"131","day100",0
"132","day100",7
"133","day100",2
"134","day100",1
"135","day100",4
"136","day100",7
"137","day100",0
"138","day100",2
"139","day100",1
"140","day100",2
"141","day100",2
"142","day100",1
"143","day100",2
"144","day100",0
"145","day100",62
"146","day100",2
"147","day100",0
"148","day100",3
"149","day100",0
"150","day100",88
"151","day100",3
"152","day100",1
"153","day100",128
"154","day100",2
"155","day100",6
"156","day100",26
"157","day100",2
"158","day100",1
"159","day100",24
"160","day100",3
"161","day100",2
"162","day100",56
"163","day100",106
"164","day100",1
"165","day100",1
"166","day100",44
"167","day100",69
"168","day100",6
"169","day100",9
"170","day100",5
"171","day100",12
"172","day100",0
"173","day100",1
"174","day100",0
"175","day100",4
"176","day100",4
"177","day100",7
"178","day100",2
"179","day100",0
"180","day100",3
"181","day100",12
"182","day100",4
"183","day100",7
"184","day100",3
"185","day100",11
"186","day100",7
"187","day100",0
"188","day100",0
"189","day100",5
"190","day100",1
"191","day100",6
"192","day100",9
"193","day100",3
"194","day100",0
"195","day100",2
"196","day100",0
"197","day100",17
"198","day100",0
"199","day100",1
"200","day100",1
"201","day100",79
"202","day100",11
"203","day100",57
"204","day100",3
"205","day100",98
"206","day100",0
"207","day100",112
"208","day100",4
"209","day100",7
"210","day100",0
"211","day100",2
"212","day100",1
"213","day100",2
"214","day100",1
"215","day100",5
"216","day100",2
"217","day100",1
"218","day100",1
"219","day100",5
"220","day100",1
"221","day100",1
"222","day100",12
"223","day100",53
"224","day100",13
"225","day100",2
"226","day100",3
"227","day100",0
"228","day100",5
"229","day100",2
"230","day100",5
"231","day100",0
"232","day100",2
"233","day100",4
"234","day100",3
"235","day100",5
"236","day100",5
"237","day100",2
"238","day100",11
"239","day100",6
"240","day100",0
"241","day100",4
"242","day100",98
"243","day100",0
"244","day100",4
"245","day100",1
"246","day100",0
"247","day100",0
"248","day100",1
"249","day100",6
"250","day100",0
"251","day100",4
"252","day100",2
"253","day100",63
"254","day100",2
"255","day100",10
"256","day100",6
"257","day100",0
"258","day100",7
"259","day100",0
"260","day100",4
"261","day100",123
"262","day100",27
"263","day100",0
"264","day100",92
"265","day100",2
"266","day100",112
"267","day100",5
"268","day100",0
"269","day100",1
"270","day100",60
"271","day100",4
"272","day100",9
"273","day100",9
"274","day100",0
"275","day100",2
"276","day100",132
"277","day100",4
"278","day100",8
"279","day100",5
"280","day100",57
"281","day100",1
"282","day100",80
"283","day100",29
"284","day100",5
"285","day100",107
"286","day100",5
"287","day100",0
"288","day100",55
"289","day100",8
"290","day100",0
"291","day100",2
"292","day100",55
"293","day100",0
"294","day100",1
"295","day100",0
"296","day100",2
"297","day100",4
"298","day100",1
"299","day100",1
"300","day100",10
"301","day100",0
"302","day100",4
"303","day100",0
"304","day100",8
"305","day100",137
"306","day100",3
"307","day100",6
"308","day100",42
"309","day100",0
"310","day100",1
"311","day100",9
"312","day100",4
"313","day100",0
"314","day100",0
"315","day100",88
"316","day100",1
"317","day100",0
"318","day100",7
"319","day100",17
"320","day100",2
"321","day100",8
"322","day100",1
"323","day100",0
"324","day100",1
"325","day100",120
"326","day100",10
"327","day100",1
"328","day100",13
"329","day100",1
"330","day100",5
"331","day100",10
"332","day100",3
"333","day100",3
"334","day100",8
"335","day100",2
"336","day100",4
"337","day100",11
"338","day100",3
"339","day100",2
"340","day100",0
"341","day100",0
"342","day100",4
"343","day100",0
"344","day100",4
"345","day100",0
"346","day100",6
"347","day100",10
"348","day100",0
"349","day100",5
"350","day100",12
"351","day100",20
"352","day100",5
"353","day100",3
"354","day100",3
"355","day100",10
"356","day100",0
"357","day100",0
"358","day100",5
"359","day100",1
"360","day100",99
"361","day100",10
"362","day100",0
"363","day100",78
"364","day100",1
"365","day100",0
"366","day100",8
"367","day100",0
"368","day100",1
"369","day100",0
"370","day100",5
"371","day100",3
"372","day100",5
"373","day100",96
"374","day100",4
"375","day100",4
"376","day100",1
"377","day100",8
"378","day100",97
"379","day100",8
"380","day100",11
"381","day100",10
"382","day100",3
"383","day100",7
"384","day100",0
"385","day100",2
"386","day100",8
"387","day100",77
"388","day100",7
"389","day100",9
"390","day100",0
"391","day100",104
"392","day100",3
"393","day100",4
"394","day100",1
"395","day100",4
"396","day100",1
"397","day100",4
"398","day100",3
"399","day100",3
"400","day100",0
"401","day100",0
"402","day100",0
"403","day100",2
"404","day100",7
"405","day100",8
"406","day100",1
"407","day100",11
"408","day100",10
"409","day100",3
"410","day100",1
"411","day100",2
"412","day100",3
"413","day100",0
"414","day100",10
"415","day100",4
"416","day100",0
"417","day100",123
"418","day100",44
"419","day100",50
"420","day100",3
"421","day100",3
"422","day100",2
"423","day100",4
"424","day100",6
"425","day100",1
"426","day100",2
"427","day100",1
"428","day100",5
"429","day100",2
"430","day100",2
"431","day100",8
"432","day100",0
"433","day100",4
"434","day100",1
"435","day100",1
"436","day100",3
"437","day100",4
"438","day100",3
"439","day100",0
"440","day100",3
"441","day100",8
"442","day100",4
"443","day100",6
"444","day100",9
"445","day100",2
"446","day100",5
"447","day100",0
"448","day100",0
"449","day100",3
"450","day100",8
"451","day100",6
"452","day100",86
"453","day100",3
"454","day100",0
"455","day100",9
"456","day100",0
"457","day100",1
"458","day100",0
"459","day100",0
"460","day100",91
"461","day100",6
"462","day100",2
"463","day100",0
"464","day100",4
"465","day100",27
"466","day100",0
"467","day100",0
"468","day100",1
"469","day100",0
"470","day100",2
"471","day100",7
"472","day100",14
"473","day100",0
"474","day100",67
"475","day100",0
"476","day100",0
"477","day100",7
"478","day100",3
"479","day100",3
"480","day100",86
"481","day100",2
"482","day100",13
"483","day100",1
"484","day100",8
"485","day100",0
"486","day100",0
"487","day100",0
"488","day100",1
"489","day100",0
"490","day100",141
"491","day100",3
"492","day100",0
"493","day100",0
"494","day100",12
"495","day100",0
"496","day100",1
"497","day100",0
"498","day100",1
"499","day100",84
"500","day100",12
"501","day100",51
"502","day100",4
"503","day100",0
"504","day100",1
"505","day100",6
"506","day100",74
"507","day100",3
"508","day100",3
"509","day100",99
"510","day100",9
"511","day100",112
"512","day100",2
"513","day100",61
"514","day100",4
"515","day100",0
"516","day100",2
"517","day100",8
"518","day100",1
"519","day100",9
"520","day100",4
"521","day100",2
"522","day100",3
"523","day100",0
"524","day100",0
"525","day100",0
"526","day100",5
"527","day100",123
"528","day100",3
"529","day100",0
"530","day100",2
"531","day100",1
"532","day100",11
"533","day100",1
"534","day100",1
"535","day100",7
"536","day100",4
"537","day100",6
"538","day100",1
"539","day100",0
"540","day100",2
"541","day100",0
"542","day100",22
"543","day100",6
"544","day100",1
"545","day100",2
"546","day100",84
"547","day100",0
"548","day100",0
"549","day100",3
"550","day100",1
"551","day100",7
"552","day100",7
"553","day100",1
"554","day100",6
"555","day100",1
"556","day100",63
"557","day100",92
"558","day100",0
"559","day100",0
"560","day100",69
"561","day100",6
"562","day100",0
"563","day100",1
"564","day100",4
"565","day100",28
"566","day100",3
"567","day100",7
"568","day100",91
"569","day100",1
"570","day100",7
"571","day100",0
"572","day100",0
"573","day100",4
"574","day100",7
"575","day100",3
"576","day100",5
"577","day100",3
"578","day100",13
"579","day100",4
"580","day100",0
"581","day100",5
"582","day100",5
"583","day100",6
"584","day100",88
"585","day100",0
"586","day100",1
"587","day100",3
"588","day100",6
"589","day100",11
"590","day100",27
"591","day100",2
"592","day100",1
"593","day100",8
"594","day100",6
"595","day100",10
"596","day100",10
"597","day100",0
"598","day100",7
"599","day100",0
"600","day100",4
"601","day100",0
"602","day100",1
"603","day100",109
"604","day100",5
"605","day100",6
"606","day100",8
"607","day100",4
"608","day100",0
"609","day100",0
"610","day100",1
"611","day100",4
"612","day100",4
"613","day100",3
"614","day100",0
"615","day100",54
"616","day100",11
"617","day100",130
"618","day100",1
"619","day100",26
"620","day100",1
"621","day100",2
"622","day100",3
"623","day100",26
"624","day100",0
"625","day100",2
"626","day100",3
"627","day100",7
"628","day100",1
"629","day100",12
"630","day100",0
"631","day100",100
"632","day100",0
"633","day100",6
"634","day100",0
"635","day100",4
"636","day100",3
"637","day100",5
"638","day100",4
"639","day100",0
"640","day100",0
"641","day100",1
"642","day100",2
"643","day100",111
"644","day100",0
"645","day100",0
"646","day100",7
"647","day100",0
"648","day100",1
"649","day100",0
"650","day100",2
"651","day100",2
"652","day100",1
"653","day100",0
"654","day100",79
"655","day100",83
"656","day100",38
"657","day100",0
"658","day100",1
"659","day100",57
"660","day100",5
"661","day100",28
"662","day100",1
"663","day100",0
"664","day100",35
"665","day100",4
"666","day100",3
"667","day100",2
"668","day100",102
"669","day100",1
"670","day100",5
"671","day100",0
"672","day100",7
"673","day100",0
"674","day100",2
"675","day100",1
"676","day100",9
"677","day100",14
"678","day100",6
"679","day100",4
"680","day100",1
"681","day100",76
"682","day100",61
"683","day100",2
"684","day100",138
"685","day100",0
"686","day100",0
"687","day100",0
"688","day100",9
"689","day100",3
"690","day100",2
"691","day100",1
"692","day100",6
"693","day100",0
"694","day100",3
"695","day100",42
"696","day100",8
"697","day100",3
"698","day100",3
"699","day100",26
"700","day100",56
"701","day100",4
"702","day100",0
"703","day100",3
"704","day100",4
"705","day100",12
"706","day100",2
"707","day100",1
"708","day100",0
"709","day100",11
"710","day100",2
"711","day100",2
"712","day100",51
"713","day100",0
"714","day100",15
"715","day100",8
"716","day100",2
"717","day100",1
"718","day100",14
"719","day100",0
"720","day100",25
"721","day100",6
"722","day100",7
"723","day100",7
"724","day100",3
"725","day100",2
"726","day100",2
"727","day100",13
"728","day100",0
"729","day100",2
"730","day100",2
"731","day100",14
"732","day100",0
"733","day100",0
"734","day100",2
"735","day100",9
"736","day100",2
"737","day100",125
"738","day100",11
"739","day100",2
"740","day100",1
"741","day100",8
"742","day100",69
"743","day100",4
"744","day100",5
"745","day100",8
"746","day100",5
"747","day100",4
"748","day100",65
"749","day100",1
"750","day100",0
"751","day100",4
"752","day100",2
"753","day100",11
"754","day100",4
"755","day100",3
"756","day100",0
"757","day100",2
"758","day100",3
"759","day100",6
"760","day100",4
"761","day100",4
"762","day100",1
"763","day100",8
"764","day100",76
"765","day100",122
"766","day100",0
"767","day100",102
"768","day100",1
"769","day100",111
"770","day100",0
"771","day100",2
"772","day100",1
"773","day100",2
"774","day100",1
"775","day100",0
"776","day100",1
"777","day100",2
"778","day100",35
"779","day100",4
"780","day100",1
"781","day100",0
"782","day100",13
"783","day100",46
"784","day100",3
"785","day100",1
"786","day100",8
"787","day100",5
"788","day100",3
"789","day100",105
"790","day100",19
"791","day100",4
"792","day100",11
"793","day100",45
"794","day100",1
"795","day100",5
"796","day100",7
"797","day100",4
"798","day100",3
"799","day100",1
"800","day100",1
"801","day100",3
"802","day100",1
"803","day100",0
"804","day100",67
"805","day100",1
"806","day100",3
"807","day100",7
"808","day100",8
"809","day100",0
"810","day100",6
"811","day100",6
"812","day100",0
"813","day100",0
"814","day100",2
"815","day100",0
"816","day100",0
"817","day100",5
"818","day100",5
"819","day100",4
"820","day100",1
"821","day100",6
"822","day100",9
"823","day100",9
"824","day100",0
"825","day100",2
"826","day100",6
"827","day100",7
"828","day100",9
"829","day100",0
"830","day100",6
"831","day100",104
"832","day100",3
"833","day100",4
"834","day100",2
"835","day100",4
"836","day100",4
"837","day100",2
"838","day100",0
"839","day100",1
"840","day100",8
"841","day100",4
"842","day100",107
"843","day100",0
"844","day100",3
"845","day100",3
"846","day100",6
"847","day100",0
"848","day100",2
"849","day100",0
"850","day100",9
"851","day100",5
"852","day100",2
"853","day100",11
"854","day100",0
"855","day100",107
"856","day100",7
"857","day100",12
"858","day100",1
"859","day100",6
"860","day100",0
"861","day100",5
"862","day100",9
"863","day100",3
"864","day100",5
"865","day100",0
"866","day100",1
"867","day100",34
"868","day100",0
"869","day100",10
"870","day100",93
"871","day100",0
"872","day100",9
"873","day100",1
"874","day100",2
"875","day100",1
"876","day100",2
"877","day100",4
"878","day100",12
"879","day100",68
"880","day100",2
"881","day100",8
"882","day100",3
"883","day100",2
"884","day100",1
"885","day100",0
"886","day100",8
"887","day100",1
"888","day100",32
"889","day100",8
"890","day100",0
"891","day100",1
"892","day100",0
"893","day100",4
"894","day100",4
"895","day100",0
"896","day100",0
"897","day100",0
"898","day100",5
"899","day100",9
"900","day100",0
"901","day100",69
"902","day100",5
"903","day100",1
"904","day100",0
"905","day100",0
"906","day100",2
"907","day100",9
"908","day100",6
"909","day100",2
"910","day100",2
"911","day100",5
"912","day100",0
"913","day100",1
"914","day100",5
"915","day100",7
"916","day100",78
"917","day100",85
"918","day100",3
"919","day100",8
"920","day100",2
"921","day100",0
"922","day100",2
"923","day100",4
"924","day100",2
"925","day100",1
"926","day100",116
"927","day100",5
"928","day100",59
"929","day100",8
"930","day100",1
"931","day100",120
"932","day100",2
"933","day100",2
"934","day100",14
"935","day100",1
"936","day100",105
"937","day100",129
"938","day100",5
"939","day100",7
"940","day100",0
"941","day100",0
"942","day100",0
"943","day100",0
"944","day100",0
"945","day100",131
"946","day100",7
"947","day100",5
"948","day100",9
"949","day100",1
"950","day100",38
"951","day100",4
"952","day100",11
"953","day100",0
"954","day100",1
"955","day100",2
"956","day100",7
"957","day100",0
"958","day100",9
"959","day100",1
"960","day100",3
"961","day100",0
"962","day100",6
"963","day100",0
"964","day100",1
"965","day100",5
"966","day100",2
"967","day100",58
"968","day100",1
"969","day100",2
"970","day100",3
"971","day100",10
"972","day100",10
"973","day100",3
"974","day100",1
"975","day100",141
"976","day100",3
"977","day100",0
"978","day100",35
"979","day100",9
"980","day100",2
"981","day100",11
"982","day100",11
"983","day100",9
"984","day100",47
"985","day100",117
"986","day100",49
"987","day100",86
"988","day100",2
"989","day100",65
"990","day100",0
"991","day100",5
"992","day100",4
"993","day100",2
"994","day100",65
"995","day100",0
"996","day100",55
"997","day100",1
"998","day100",13
"999","day100",0
"1000","day100",0
"1001","day100",5
"1002","day100",1
"1003","day100",4
"1004","day100",115
"1005","day100",5
"1006","day100",1
"1007","day100",1
"1008","day100",1
"1009","day100",2
"1010","day100",5
"1011","day100",116
"1012","day100",1
"1013","day100",3
"1014","day100",6
"1015","day100",0
"1016","day100",11
"1017","day100",1
"1018","day100",7
"1019","day100",1
"1020","day100",0
"1021","day100",1
"1022","day100",0
"1023","day100",37
"1024","day100",0
"1025","day100",4
"1026","day100",10
"1027","day100",2
"1028","day100",9
"1029","day100",22
"1030","day100",1
"1031","day100",7
"1032","day100",3
"1033","day100",5
"1034","day100",0
"1035","day100",119
"1036","day100",9
"1037","day100",4
"1038","day100",3
"1039","day100",0
"1040","day100",1
"1041","day100",3
"1042","day100",1
"1043","day100",3
"1044","day100",3
"1045","day100",0
"1046","day100",0
"1047","day100",10
"1048","day100",6
"1049","day100",5
"1050","day100",0
"1051","day100",11
"1052","day100",115
"1053","day100",2
"1054","day100",15
"1055","day100",0
"1056","day100",5
"1057","day100",2
"1058","day100",0
"1059","day100",11
"1060","day100",91
"1061","day100",0
"1062","day100",4
"1063","day100",11
"1064","day100",1
"1065","day100",4
"1066","day100",3
"1067","day100",4
"1068","day100",4
"1069","day100",2
"1070","day100",3
"1071","day100",41
"1072","day100",1
"1073","day100",0
"1074","day100",0
"1075","day100",7
"1076","day100",3
"1077","day100",1
"1078","day100",10
"1079","day100",4
"1080","day100",111
"1081","day100",2
"1082","day100",5
"1083","day100",2
"1084","day100",7
"1085","day100",1
"1086","day100",1
"1087","day100",2
"1088","day100",10
"1089","day100",3
"1090","day100",5
"1091","day100",0
"1092","day100",4
"1093","day100",31
"1094","day100",2
"1095","day100",7
"1096","day100",5
"1097","day100",2
"1098","day100",2
"1099","day100",10
"1100","day100",110
"1101","day100",4
"1102","day100",50
"1103","day100",14
"1104","day100",1
"1105","day100",4
"1106","day100",2
"1107","day100",5
"1108","day100",2
"1109","day100",5
"1110","day100",13
"1111","day100",6
"1112","day100",0
"1113","day100",27
"1114","day100",0
"1115","day100",2
"1116","day100",1
"1117","day100",0
"1118","day100",6
"1119","day100",1
"1120","day100",0
"1121","day100",11
"1122","day100",1
"1123","day100",5
"1124","day100",0
"1125","day100",1
"1126","day100",9
"1127","day100",0
"1128","day100",5
"1129","day100",3
"1130","day100",15
"1131","day100",2
"1132","day100",68
"1133","day100",5
"1134","day100",0
"1135","day100",3
"1136","day100",4
"1137","day100",0
"1138","day100",5
"1139","day100",60
"1140","day100",107
"1141","day100",0
"1142","day100",2
"1143","day100",12
"1144","day100",5
"1145","day100",6
"1146","day100",2
"1147","day100",0
"1148","day100",1
"1149","day100",0
"1150","day100",3
"1151","day100",0
"1152","day100",2
"1153","day100",3
"1154","day100",0
"1155","day100",0
"1156","day100",2
"1157","day100",1
"1158","day100",0
"1159","day100",2
"1160","day100",82
"1161","day100",0
"1162","day100",4
"1163","day100",1
"1164","day100",64
"1165","day100",1
"1166","day100",7
"1167","day100",2
"1168","day100",96
"1169","day100",1
"1170","day100",1
"1171","day100",2
"1172","day100",144
"1173","day100",33
"1174","day100",0
"1175","day100",3
"1176","day100",0
"1177","day100",45
"1178","day100",7
"1179","day100",9
"1180","day100",3
"1181","day100",13
"1182","day100",55
"1183","day100",97
"1184","day100",6
"1185","day100",0
"1186","day100",7
"1187","day100",5
"1188","day100",3
"1189","day100",0
"1190","day100",8
"1191","day100",10
"1192","day100",0
"1193","day100",0
"1194","day100",1
"1195","day100",0
"1196","day100",0
"1197","day100",0
"1198","day100",7
"1199","day100",13
"1200","day100",32
"1201","day100",30
"1202","day100",3
"1203","day100",6
"1204","day100",12
"1205","day100",1
"1206","day100",4
"1207","day100",27
"1208","day100",0
"1209","day100",5
"1210","day100",5
"1211","day100",11
"1212","day100",0
"1213","day100",7
"1214","day100",5
"1215","day100",2
"1216","day100",4
"1217","day100",0
"1218","day100",9
"1219","day100",1
"1220","day100",9
"1221","day100",9
"1222","day100",0
"1223","day100",3
"1224","day100",4
"1225","day100",0
"1226","day100",4
"1227","day100",13
"1228","day100",0
"1229","day100",6
"1230","day100",1
"1231","day100",7
"1232","day100",41
"1233","day100",1
"1234","day100",0
"1235","day100",1
"1236","day100",11
"1237","day100",5
"1238","day100",7
"1239","day100",42
"1240","day100",1
"1241","day100",7
"1242","day100",45
"1243","day100",4
"1244","day100",2
"1245","day100",137
"1246","day100",9
"1247","day100",2
"1248","day100",7
"1249","day100",10
"1250","day100",3
"1251","day100",2
"1252","day100",38
"1253","day100",3
"1254","day100",1
"1255","day100",0
"1256","day100",0
"1257","day100",2
"1258","day100",70
"1259","day100",0
"1260","day100",0
"1261","day100",0
"1262","day100",132
"1263","day100",0
"1264","day100",1
"1265","day100",9
"1266","day100",2
"1267","day100",72
"1268","day100",4
"1269","day100",2
"1270","day100",5
"1271","day100",5
"1272","day100",3
"1273","day100",0
"1274","day100",2
"1275","day100",3
"1276","day100",0
"1277","day100",110
"1278","day100",2
"1279","day100",0
"1280","day100",0
"1281","day100",3
"1282","day100",35
"1283","day100",0
"1284","day100",0
"1285","day100",6
"1286","day100",6
"1287","day100",1
"1288","day100",0
"1289","day100",1
"1290","day100",128
"1291","day100",81
"1292","day100",1
"1293","day100",4
"1294","day100",1
"1295","day100",4
"1296","day100",92
"1297","day100",2
"1298","day100",2
"1299","day100",2
"1300","day100",0
"1301","day100",8
"1302","day100",0
"1303","day100",58
"1304","day100",58
"1305","day100",107
"1306","day100",6
"1307","day100",73
"1308","day100",4
"1309","day100",20
"1310","day100",130
"1311","day100",69
"1312","day100",1
"1313","day100",1
"1314","day100",3
"1315","day100",3
"1316","day100",0
"1317","day100",0
"1318","day100",10
"1319","day100",7
"1320","day100",2
"1321","day100",0
"1322","day100",1
"1323","day100",0
"1324","day100",0
"1325","day100",5
"1326","day100",71
"1327","day100",4
"1328","day100",7
"1329","day100",2
"1330","day100",11
"1331","day100",2
"1332","day100",5
"1333","day100",4
"1334","day100",13
"1335","day100",6
"1336","day100",4
"1337","day100",0
"1338","day100",1
"1339","day100",12
"1340","day100",4
"1341","day100",3
"1342","day100",32
"1343","day100",4
"1344","day100",5
"1345","day100",9
"1346","day100",2
"1347","day100",12
"1348","day100",3
"1349","day100",0
"1350","day100",3
"1351","day100",6
"1352","day100",1
"1353","day100",99
"1354","day100",5
"1355","day100",0
"1356","day100",6
"1357","day100",121
"1358","day100",61
"1359","day100",6
"1360","day100",4
"1361","day100",9
"1362","day100",9
"1363","day100",8
"1364","day100",9
"1365","day100",2
"1366","day100",7
"1367","day100",1
"1368","day100",3
"1369","day100",1
"1370","day100",4
"1371","day100",0
"1372","day100",0
"1373","day100",6
"1374","day100",0
"1375","day100",55
"1376","day100",3
"1377","day100",0
"1378","day100",5
"1379","day100",0
"1380","day100",0
"1381","day100",57
"1382","day100",2
"1383","day100",0
"1384","day100",3
"1385","day100",5
"1386","day100",49
"1387","day100",0
"1388","day100",0
"1389","day100",6
"1390","day100",43
"1391","day100",10
"1392","day100",5
"1393","day100",2
"1394","day100",0
"1395","day100",10
"1396","day100",8
"1397","day100",3
"1398","day100",5
"1399","day100",6
"1400","day100",12
"1401","day100",0
"1402","day100",0
"1403","day100",3
"1404","day100",4
"1405","day100",1
"1406","day100",12
"1407","day100",1
"1408","day100",2
"1409","day100",1
"1410","day100",3
"1411","day100",6
"1412","day100",2
"1413","day100",4
"1414","day100",11
"1415","day100",22
"1416","day100",1
"1417","day100",0
"1418","day100",1
"1419","day100",6
"1420","day100",116
"1421","day100",1
"1422","day100",4
"1423","day100",0
"1424","day100",2
"1425","day100",3
"1426","day100",4
"1427","day100",13
"1428","day100",44
"1429","day100",5
"1430","day100",0
"1431","day100",3
"1432","day100",4
"1433","day100",2
"1434","day100",7
"1435","day100",52
"1436","day100",0
"1437","day100",4
"1438","day100",0
"1439","day100",105
"1440","day100",13
"1441","day100",0
"1442","day100",4
"1443","day100",2
"1444","day100",1
"1445","day100",0
"1446","day100",3
"1447","day100",90
"1448","day100",2
"1449","day100",4
"1450","day100",5
"1451","day100",3
"1452","day100",0
"1453","day100",7
"1454","day100",0
"1455","day100",2
"1456","day100",7
"1457","day100",2
"1458","day100",0
"1459","day100",0
"1460","day100",92
"1461","day100",3
"1462","day100",6
"1463","day100",0
"1464","day100",0
"1465","day100",1
"1466","day100",5
"1467","day100",13
"1468","day100",4
"1469","day100",0
"1470","day100",2
"1471","day100",23
"1472","day100",2
"1473","day100",0
"1474","day100",3
"1475","day100",1
"1476","day100",2
"1477","day100",24
"1478","day100",5
"1479","day100",11
"1480","day100",115
"1481","day100",7
"1482","day100",6
"1483","day100",109
"1484","day100",8
"1485","day100",2
"1486","day100",0
"1487","day100",2
"1488","day100",0
"1489","day100",8
"1490","day100",2
"1491","day100",4
"1492","day100",0
"1493","day100",0
"1494","day100",96
"1495","day100",4
"1496","day100",5
"1497","day100",0
"1498","day100",1
"1499","day100",0
"1500","day100",0
"1501","day100",2
"1502","day100",0
"1503","day100",2
"1504","day100",68
"1505","day100",3
"1506","day100",5
"1507","day100",2
"1508","day100",2
"1509","day100",12
"1510","day100",1
"1511","day100",5
"1512","day100",1
"1513","day100",1
"1514","day100",1
"1515","day100",7
"1516","day100",47
"1517","day100",87
"1518","day100",8
"1519","day100",2
"1520","day100",6
"1521","day100",1
"1522","day100",6
"1523","day100",0
"1524","day100",10
"1525","day100",13
"1526","day100",0
"1527","day100",3
"1528","day100",0
"1529","day100",5
"1530","day100",3
"1531","day100",4
"1532","day100",2
"1533","day100",0
"1534","day100",3
"1535","day100",5
"1536","day100",2
"1537","day100",2
"1538","day100",23
"1539","day100",99
"1540","day100",2
"1541","day100",4
"1542","day100",23
"1543","day100",62
"1544","day100",2
"1545","day100",0
"1546","day100",0
"1547","day100",0
"1548","day100",29
"1549","day100",3
"1550","day100",5
"1551","day100",9
"1552","day100",0
"1553","day100",26
"1554","day100",2
"1555","day100",1
"1556","day100",3
"1557","day100",1
"1558","day100",71
"1559","day100",1
"1560","day100",2
"1561","day100",1
"1562","day100",51
"1563","day100",0
"1564","day100",99
"1565","day100",2
"1566","day100",8
"1567","day100",4
"1568","day100",8
"1569","day100",7
"1570","day100",3
"1571","day100",0
"1572","day100",3
"1573","day100",0
"1574","day100",47
"1575","day100",0
"1576","day100",80
"1577","day100",3
"1578","day100",2
"1579","day100",1
"1580","day100",1
"1581","day100",0
"1582","day100",3
"1583","day100",13
"1584","day100",2
"1585","day100",5
"1586","day100",4
"1587","day100",0
"1588","day100",120
"1589","day100",0
"1590","day100",0
"1591","day100",2
"1592","day100",2
"1593","day100",0
"1594","day100",7
"1595","day100",39
"1596","day100",3
"1597","day100",102
"1598","day100",1
"1599","day100",2
"1600","day100",1
"1601","day100",59
"1602","day100",0
"1603","day100",2
"1604","day100",3
"1605","day100",4
"1606","day100",115
"1607","day100",4
"1608","day100",1
"1609","day100",0
"1610","day100",12
"1611","day100",6
"1612","day100",44
"1613","day100",12
"1614","day100",68
"1615","day100",3
"1616","day100",1
"1617","day100",49
"1618","day100",3
"1619","day100",3
"1620","day100",78
"1621","day100",0
"1622","day100",12
"1623","day100",3
"1624","day100",1
"1625","day100",0
"1626","day100",88
"1627","day100",9
"1628","day100",3
"1629","day100",0
"1630","day100",1
"1631","day100",32
"1632","day100",0
"1633","day100",1
"1634","day100",0
"1635","day100",1
"1636","day100",0
"1637","day100",0
"1638","day100",1
"1639","day100",3
"1640","day100",1
"1641","day100",45
"1642","day100",7
"1643","day100",0
"1644","day100",0
"1645","day100",43
"1646","day100",2
"1647","day100",5
"1648","day100",0
"1649","day100",7
"1650","day100",2
"1651","day100",47
"1652","day100",0
"1653","day100",130
"1654","day100",8
"1655","day100",1
"1656","day100",2
"1657","day100",6
"1658","day100",0
"1659","day100",1
"1660","day100",0
"1661","day100",5
"1662","day100",11
"1663","day100",5
"1664","day100",1
"1665","day100",3
