"","source","cases"
"6410","day100_2",0
"6411","day100_2",24
"6412","day100_2",19
"6413","day100_2",0
"6414","day100_2",2
"6415","day100_2",7
"6416","day100_2",0
"6417","day100_2",33
"6418","day100_2",0
"6419","day100_2",7
"6420","day100_2",0
"6421","day100_2",0
"6422","day100_2",0
"6423","day100_2",1
"6424","day100_2",109
"6425","day100_2",6
"6426","day100_2",0
"6427","day100_2",111
"6428","day100_2",4
"6429","day100_2",0
"6430","day100_2",0
"6431","day100_2",4
"6432","day100_2",51
"6433","day100_2",5
"6434","day100_2",7
"6435","day100_2",40
"6436","day100_2",7
"6437","day100_2",11
"6438","day100_2",16
"6439","day100_2",1
"6440","day100_2",6
"6441","day100_2",4
"6442","day100_2",24
"6443","day100_2",129
"6444","day100_2",0
"6445","day100_2",2
"6446","day100_2",2
"6447","day100_2",3
"6448","day100_2",100
"6449","day100_2",77
"6450","day100_2",127
"6451","day100_2",129
"6452","day100_2",3
"6453","day100_2",0
"6454","day100_2",0
"6455","day100_2",0
"6456","day100_2",14
"6457","day100_2",3
"6458","day100_2",69
"6459","day100_2",11
"6460","day100_2",1
"6461","day100_2",2
"6462","day100_2",3
"6463","day100_2",2
"6464","day100_2",5
"6465","day100_2",3
"6466","day100_2",6
"6467","day100_2",3
"6468","day100_2",0
"6469","day100_2",37
"6470","day100_2",0
"6471","day100_2",2
"6472","day100_2",8
"6473","day100_2",0
"6474","day100_2",5
"6475","day100_2",0
"6476","day100_2",1
"6477","day100_2",1
"6478","day100_2",95
"6479","day100_2",99
"6480","day100_2",1
"6481","day100_2",5
"6482","day100_2",17
"6483","day100_2",3
"6484","day100_2",4
"6485","day100_2",1
"6486","day100_2",0
"6487","day100_2",7
"6488","day100_2",4
"6489","day100_2",0
"6490","day100_2",6
"6491","day100_2",50
"6492","day100_2",17
"6493","day100_2",1
"6494","day100_2",94
"6495","day100_2",2
"6496","day100_2",14
"6497","day100_2",14
"6498","day100_2",2
"6499","day100_2",7
"6500","day100_2",13
"6501","day100_2",9
"6502","day100_2",1
"6503","day100_2",44
"6504","day100_2",6
"6505","day100_2",0
"6506","day100_2",3
"6507","day100_2",31
"6508","day100_2",11
"6509","day100_2",6
"6510","day100_2",0
"6511","day100_2",1
"6512","day100_2",57
"6513","day100_2",54
"6514","day100_2",3
"6515","day100_2",5
"6516","day100_2",7
"6517","day100_2",0
"6518","day100_2",0
"6519","day100_2",1
"6520","day100_2",89
"6521","day100_2",5
"6522","day100_2",109
"6523","day100_2",2
"6524","day100_2",0
"6525","day100_2",3
"6526","day100_2",0
"6527","day100_2",3
"6528","day100_2",4
"6529","day100_2",96
"6530","day100_2",10
"6531","day100_2",2
"6532","day100_2",5
"6533","day100_2",72
"6534","day100_2",3
"6535","day100_2",3
"6536","day100_2",2
"6537","day100_2",2
"6538","day100_2",6
"6539","day100_2",1
"6540","day100_2",10
"6541","day100_2",4
"6542","day100_2",0
"6543","day100_2",1
"6544","day100_2",0
"6545","day100_2",6
"6546","day100_2",1
"6547","day100_2",8
"6548","day100_2",2
"6549","day100_2",6
"6550","day100_2",3
"6551","day100_2",6
"6552","day100_2",11
"6553","day100_2",88
"6554","day100_2",45
"6555","day100_2",105
"6556","day100_2",0
"6557","day100_2",1
"6558","day100_2",25
"6559","day100_2",11
"6560","day100_2",0
"6561","day100_2",2
"6562","day100_2",2
"6563","day100_2",8
"6564","day100_2",1
"6565","day100_2",1
"6566","day100_2",3
"6567","day100_2",0
"6568","day100_2",59
"6569","day100_2",0
"6570","day100_2",3
"6571","day100_2",0
"6572","day100_2",0
"6573","day100_2",10
"6574","day100_2",4
"6575","day100_2",8
"6576","day100_2",46
"6577","day100_2",3
"6578","day100_2",115
"6579","day100_2",2
"6580","day100_2",71
"6581","day100_2",1
"6582","day100_2",13
"6583","day100_2",102
"6584","day100_2",7
"6585","day100_2",7
"6586","day100_2",12
"6587","day100_2",0
"6588","day100_2",26
"6589","day100_2",1
"6590","day100_2",0
"6591","day100_2",103
"6592","day100_2",0
"6593","day100_2",1
"6594","day100_2",4
"6595","day100_2",6
"6596","day100_2",8
"6597","day100_2",3
"6598","day100_2",6
"6599","day100_2",4
"6600","day100_2",4
"6601","day100_2",1
"6602","day100_2",6
"6603","day100_2",0
"6604","day100_2",5
"6605","day100_2",3
"6606","day100_2",5
"6607","day100_2",6
"6608","day100_2",99
"6609","day100_2",13
"6610","day100_2",6
"6611","day100_2",5
"6612","day100_2",2
"6613","day100_2",3
"6614","day100_2",2
"6615","day100_2",101
"6616","day100_2",2
"6617","day100_2",4
"6618","day100_2",1
"6619","day100_2",3
"6620","day100_2",0
"6621","day100_2",6
"6622","day100_2",2
"6623","day100_2",6
"6624","day100_2",4
"6625","day100_2",70
"6626","day100_2",0
"6627","day100_2",0
"6628","day100_2",19
"6629","day100_2",3
"6630","day100_2",6
"6631","day100_2",114
"6632","day100_2",1
"6633","day100_2",2
"6634","day100_2",3
"6635","day100_2",2
"6636","day100_2",12
"6637","day100_2",122
"6638","day100_2",3
"6639","day100_2",1
"6640","day100_2",92
"6641","day100_2",12
"6642","day100_2",10
"6643","day100_2",2
"6644","day100_2",4
"6645","day100_2",6
"6646","day100_2",0
"6647","day100_2",7
"6648","day100_2",0
"6649","day100_2",1
"6650","day100_2",3
"6651","day100_2",1
"6652","day100_2",0
"6653","day100_2",102
"6654","day100_2",38
"6655","day100_2",35
"6656","day100_2",5
"6657","day100_2",4
"6658","day100_2",1
"6659","day100_2",1
"6660","day100_2",3
"6661","day100_2",1
"6662","day100_2",1
"6663","day100_2",6
"6664","day100_2",2
"6665","day100_2",7
"6666","day100_2",5
"6667","day100_2",3
"6668","day100_2",1
"6669","day100_2",53
"6670","day100_2",0
"6671","day100_2",0
"6672","day100_2",6
"6673","day100_2",1
"6674","day100_2",2
"6675","day100_2",4
"6676","day100_2",0
"6677","day100_2",4
"6678","day100_2",2
"6679","day100_2",6
"6680","day100_2",20
"6681","day100_2",7
"6682","day100_2",2
"6683","day100_2",5
"6684","day100_2",68
"6685","day100_2",107
"6686","day100_2",1
"6687","day100_2",5
"6688","day100_2",2
"6689","day100_2",6
"6690","day100_2",0
"6691","day100_2",3
"6692","day100_2",2
"6693","day100_2",0
"6694","day100_2",114
"6695","day100_2",1
"6696","day100_2",0
"6697","day100_2",1
"6698","day100_2",1
"6699","day100_2",0
"6700","day100_2",0
"6701","day100_2",0
"6702","day100_2",3
"6703","day100_2",0
"6704","day100_2",18
"6705","day100_2",3
"6706","day100_2",1
"6707","day100_2",56
"6708","day100_2",3
"6709","day100_2",28
"6710","day100_2",9
"6711","day100_2",0
"6712","day100_2",95
"6713","day100_2",9
"6714","day100_2",5
"6715","day100_2",1
"6716","day100_2",67
"6717","day100_2",5
"6718","day100_2",0
"6719","day100_2",97
"6720","day100_2",98
"6721","day100_2",0
"6722","day100_2",0
"6723","day100_2",4
"6724","day100_2",1
"6725","day100_2",76
"6726","day100_2",4
"6727","day100_2",12
"6728","day100_2",0
"6729","day100_2",42
"6730","day100_2",4
"6731","day100_2",0
"6732","day100_2",2
"6733","day100_2",2
"6734","day100_2",1
"6735","day100_2",6
"6736","day100_2",3
"6737","day100_2",104
"6738","day100_2",13
"6739","day100_2",83
"6740","day100_2",108
"6741","day100_2",85
"6742","day100_2",28
"6743","day100_2",0
"6744","day100_2",0
"6745","day100_2",11
"6746","day100_2",0
"6747","day100_2",116
"6748","day100_2",4
"6749","day100_2",56
"6750","day100_2",74
"6751","day100_2",37
"6752","day100_2",0
"6753","day100_2",8
"6754","day100_2",0
"6755","day100_2",1
"6756","day100_2",9
"6757","day100_2",2
"6758","day100_2",35
"6759","day100_2",14
"6760","day100_2",51
"6761","day100_2",7
"6762","day100_2",83
"6763","day100_2",1
"6764","day100_2",12
"6765","day100_2",9
"6766","day100_2",0
"6767","day100_2",9
"6768","day100_2",89
"6769","day100_2",126
"6770","day100_2",68
"6771","day100_2",25
"6772","day100_2",0
"6773","day100_2",4
"6774","day100_2",4
"6775","day100_2",4
"6776","day100_2",0
"6777","day100_2",5
"6778","day100_2",0
"6779","day100_2",2
"6780","day100_2",0
"6781","day100_2",4
"6782","day100_2",0
"6783","day100_2",117
"6784","day100_2",1
"6785","day100_2",12
"6786","day100_2",0
"6787","day100_2",0
"6788","day100_2",1
"6789","day100_2",2
"6790","day100_2",4
"6791","day100_2",2
"6792","day100_2",3
"6793","day100_2",29
"6794","day100_2",3
"6795","day100_2",7
"6796","day100_2",0
"6797","day100_2",1
"6798","day100_2",0
"6799","day100_2",2
"6800","day100_2",0
"6801","day100_2",7
"6802","day100_2",1
"6803","day100_2",115
"6804","day100_2",2
"6805","day100_2",1
"6806","day100_2",0
"6807","day100_2",0
"6808","day100_2",11
"6809","day100_2",3
"6810","day100_2",0
"6811","day100_2",95
"6812","day100_2",8
"6813","day100_2",1
"6814","day100_2",2
"6815","day100_2",2
"6816","day100_2",3
"6817","day100_2",2
"6818","day100_2",0
"6819","day100_2",5
"6820","day100_2",0
"6821","day100_2",0
"6822","day100_2",5
"6823","day100_2",23
"6824","day100_2",0
"6825","day100_2",0
"6826","day100_2",7
"6827","day100_2",46
"6828","day100_2",0
"6829","day100_2",3
"6830","day100_2",2
"6831","day100_2",3
"6832","day100_2",3
"6833","day100_2",0
"6834","day100_2",0
"6835","day100_2",73
"6836","day100_2",50
"6837","day100_2",2
"6838","day100_2",3
"6839","day100_2",9
"6840","day100_2",1
"6841","day100_2",57
"6842","day100_2",0
"6843","day100_2",3
"6844","day100_2",3
"6845","day100_2",3
"6846","day100_2",0
"6847","day100_2",0
"6848","day100_2",9
"6849","day100_2",0
"6850","day100_2",0
"6851","day100_2",7
"6852","day100_2",2
"6853","day100_2",2
"6854","day100_2",1
"6855","day100_2",6
"6856","day100_2",1
"6857","day100_2",3
"6858","day100_2",1
"6859","day100_2",2
"6860","day100_2",3
"6861","day100_2",1
"6862","day100_2",101
"6863","day100_2",5
"6864","day100_2",8
"6865","day100_2",1
"6866","day100_2",2
"6867","day100_2",0
"6868","day100_2",122
"6869","day100_2",2
"6870","day100_2",0
"6871","day100_2",4
"6872","day100_2",4
"6873","day100_2",2
"6874","day100_2",55
"6875","day100_2",1
"6876","day100_2",2
"6877","day100_2",5
"6878","day100_2",5
"6879","day100_2",4
"6880","day100_2",9
"6881","day100_2",0
"6882","day100_2",0
"6883","day100_2",8
"6884","day100_2",108
"6885","day100_2",0
"6886","day100_2",5
"6887","day100_2",0
"6888","day100_2",2
"6889","day100_2",3
"6890","day100_2",80
"6891","day100_2",0
"6892","day100_2",1
"6893","day100_2",12
"6894","day100_2",32
"6895","day100_2",1
"6896","day100_2",86
"6897","day100_2",1
"6898","day100_2",0
"6899","day100_2",6
"6900","day100_2",2
"6901","day100_2",10
"6902","day100_2",0
"6903","day100_2",1
"6904","day100_2",45
"6905","day100_2",1
"6906","day100_2",0
"6907","day100_2",3
"6908","day100_2",28
"6909","day100_2",11
"6910","day100_2",61
"6911","day100_2",2
"6912","day100_2",85
"6913","day100_2",124
"6914","day100_2",1
"6915","day100_2",5
"6916","day100_2",3
"6917","day100_2",111
"6918","day100_2",10
"6919","day100_2",2
"6920","day100_2",0
"6921","day100_2",0
"6922","day100_2",2
"6923","day100_2",103
"6924","day100_2",37
"6925","day100_2",89
"6926","day100_2",119
"6927","day100_2",125
"6928","day100_2",67
"6929","day100_2",9
"6930","day100_2",4
"6931","day100_2",10
"6932","day100_2",3
"6933","day100_2",98
"6934","day100_2",5
"6935","day100_2",0
"6936","day100_2",4
"6937","day100_2",0
"6938","day100_2",6
"6939","day100_2",0
"6940","day100_2",8
"6941","day100_2",9
"6942","day100_2",4
"6943","day100_2",49
"6944","day100_2",5
"6945","day100_2",80
"6946","day100_2",19
"6947","day100_2",42
"6948","day100_2",0
"6949","day100_2",124
"6950","day100_2",6
"6951","day100_2",0
"6952","day100_2",0
"6953","day100_2",41
"6954","day100_2",6
"6955","day100_2",54
"6956","day100_2",2
"6957","day100_2",2
"6958","day100_2",2
"6959","day100_2",13
"6960","day100_2",6
"6961","day100_2",0
"6962","day100_2",2
"6963","day100_2",0
"6964","day100_2",4
"6965","day100_2",1
"6966","day100_2",0
"6967","day100_2",0
"6968","day100_2",0
"6969","day100_2",2
"6970","day100_2",20
"6971","day100_2",28
"6972","day100_2",93
"6973","day100_2",3
"6974","day100_2",8
"6975","day100_2",1
"6976","day100_2",1
"6977","day100_2",2
"6978","day100_2",1
"6979","day100_2",55
"6980","day100_2",1
"6981","day100_2",28
"6982","day100_2",4
"6983","day100_2",6
"6984","day100_2",6
"6985","day100_2",127
"6986","day100_2",4
"6987","day100_2",6
"6988","day100_2",97
"6989","day100_2",7
"6990","day100_2",5
"6991","day100_2",2
"6992","day100_2",35
"6993","day100_2",7
"6994","day100_2",1
"6995","day100_2",4
"6996","day100_2",2
"6997","day100_2",2
"6998","day100_2",14
"6999","day100_2",1
"7000","day100_2",1
"7001","day100_2",0
"7002","day100_2",19
"7003","day100_2",55
"7004","day100_2",80
"7005","day100_2",6
"7006","day100_2",17
"7007","day100_2",3
"7008","day100_2",37
"7009","day100_2",75
"7010","day100_2",6
"7011","day100_2",4
"7012","day100_2",2
"7013","day100_2",3
"7014","day100_2",14
"7015","day100_2",33
"7016","day100_2",0
"7017","day100_2",79
"7018","day100_2",0
"7019","day100_2",96
"7020","day100_2",6
"7021","day100_2",3
"7022","day100_2",5
"7023","day100_2",0
"7024","day100_2",118
"7025","day100_2",32
"7026","day100_2",0
"7027","day100_2",0
"7028","day100_2",4
"7029","day100_2",1
"7030","day100_2",77
"7031","day100_2",6
"7032","day100_2",11
"7033","day100_2",1
"7034","day100_2",70
"7035","day100_2",0
"7036","day100_2",12
"7037","day100_2",2
"7038","day100_2",0
"7039","day100_2",33
"7040","day100_2",78
"7041","day100_2",113
"7042","day100_2",62
"7043","day100_2",123
"7044","day100_2",1
"7045","day100_2",0
"7046","day100_2",4
"7047","day100_2",6
"7048","day100_2",5
"7049","day100_2",4
"7050","day100_2",2
"7051","day100_2",2
"7052","day100_2",8
"7053","day100_2",49
"7054","day100_2",69
"7055","day100_2",37
"7056","day100_2",10
"7057","day100_2",2
"7058","day100_2",99
"7059","day100_2",0
"7060","day100_2",115
"7061","day100_2",46
"7062","day100_2",89
"7063","day100_2",0
"7064","day100_2",3
"7065","day100_2",0
"7066","day100_2",3
"7067","day100_2",4
"7068","day100_2",107
"7069","day100_2",5
"7070","day100_2",1
"7071","day100_2",0
"7072","day100_2",30
"7073","day100_2",52
"7074","day100_2",0
"7075","day100_2",9
"7076","day100_2",0
"7077","day100_2",0
"7078","day100_2",26
"7079","day100_2",2
"7080","day100_2",3
"7081","day100_2",4
"7082","day100_2",106
"7083","day100_2",11
"7084","day100_2",5
"7085","day100_2",4
"7086","day100_2",1
"7087","day100_2",0
"7088","day100_2",3
"7089","day100_2",71
"7090","day100_2",6
"7091","day100_2",34
"7092","day100_2",36
"7093","day100_2",44
"7094","day100_2",2
"7095","day100_2",0
"7096","day100_2",14
"7097","day100_2",10
"7098","day100_2",114
"7099","day100_2",6
"7100","day100_2",3
"7101","day100_2",5
"7102","day100_2",1
"7103","day100_2",81
"7104","day100_2",58
"7105","day100_2",2
"7106","day100_2",5
"7107","day100_2",98
"7108","day100_2",88
"7109","day100_2",113
"7110","day100_2",2
"7111","day100_2",2
"7112","day100_2",51
"7113","day100_2",0
"7114","day100_2",4
"7115","day100_2",6
"7116","day100_2",75
"7117","day100_2",3
"7118","day100_2",3
"7119","day100_2",14
"7120","day100_2",133
"7121","day100_2",5
"7122","day100_2",0
"7123","day100_2",9
"7124","day100_2",1
"7125","day100_2",5
"7126","day100_2",2
"7127","day100_2",2
"7128","day100_2",6
"7129","day100_2",5
"7130","day100_2",4
"7131","day100_2",2
"7132","day100_2",17
"7133","day100_2",2
"7134","day100_2",3
"7135","day100_2",11
"7136","day100_2",3
"7137","day100_2",5
"7138","day100_2",2
"7139","day100_2",2
"7140","day100_2",2
"7141","day100_2",3
"7142","day100_2",110
"7143","day100_2",39
"7144","day100_2",88
"7145","day100_2",87
"7146","day100_2",2
"7147","day100_2",5
"7148","day100_2",50
"7149","day100_2",4
"7150","day100_2",1
"7151","day100_2",0
"7152","day100_2",0
"7153","day100_2",121
"7154","day100_2",0
"7155","day100_2",7
"7156","day100_2",69
"7157","day100_2",116
"7158","day100_2",3
"7159","day100_2",6
"7160","day100_2",1
"7161","day100_2",127
"7162","day100_2",6
"7163","day100_2",3
"7164","day100_2",3
"7165","day100_2",13
"7166","day100_2",0
"7167","day100_2",11
"7168","day100_2",7
"7169","day100_2",0
"7170","day100_2",2
"7171","day100_2",0
"7172","day100_2",0
"7173","day100_2",32
"7174","day100_2",28
"7175","day100_2",3
"7176","day100_2",4
"7177","day100_2",1
"7178","day100_2",4
"7179","day100_2",0
"7180","day100_2",17
"7181","day100_2",1
"7182","day100_2",6
"7183","day100_2",1
"7184","day100_2",83
"7185","day100_2",1
"7186","day100_2",8
"7187","day100_2",6
"7188","day100_2",9
"7189","day100_2",8
"7190","day100_2",2
"7191","day100_2",13
"7192","day100_2",14
"7193","day100_2",3
"7194","day100_2",9
"7195","day100_2",1
"7196","day100_2",29
"7197","day100_2",0
"7198","day100_2",8
"7199","day100_2",3
"7200","day100_2",5
"7201","day100_2",3
"7202","day100_2",3
"7203","day100_2",12
"7204","day100_2",0
"7205","day100_2",0
"7206","day100_2",6
"7207","day100_2",6
"7208","day100_2",3
"7209","day100_2",7
"7210","day100_2",0
"7211","day100_2",0
"7212","day100_2",17
"7213","day100_2",9
"7214","day100_2",1
"7215","day100_2",1
"7216","day100_2",13
"7217","day100_2",3
"7218","day100_2",11
"7219","day100_2",2
"7220","day100_2",2
"7221","day100_2",0
"7222","day100_2",2
"7223","day100_2",6
"7224","day100_2",0
"7225","day100_2",4
"7226","day100_2",71
"7227","day100_2",11
"7228","day100_2",0
"7229","day100_2",0
"7230","day100_2",8
"7231","day100_2",4
"7232","day100_2",2
"7233","day100_2",4
"7234","day100_2",0
"7235","day100_2",1
"7236","day100_2",58
"7237","day100_2",131
"7238","day100_2",0
"7239","day100_2",2
"7240","day100_2",3
"7241","day100_2",124
"7242","day100_2",2
"7243","day100_2",3
"7244","day100_2",57
"7245","day100_2",3
"7246","day100_2",2
"7247","day100_2",1
"7248","day100_2",0
"7249","day100_2",3
"7250","day100_2",5
"7251","day100_2",3
"7252","day100_2",7
"7253","day100_2",7
"7254","day100_2",66
"7255","day100_2",0
"7256","day100_2",7
"7257","day100_2",2
"7258","day100_2",133
"7259","day100_2",13
"7260","day100_2",0
"7261","day100_2",2
"7262","day100_2",2
"7263","day100_2",8
"7264","day100_2",2
"7265","day100_2",49
"7266","day100_2",4
"7267","day100_2",2
"7268","day100_2",2
"7269","day100_2",12
"7270","day100_2",2
"7271","day100_2",50
"7272","day100_2",8
"7273","day100_2",7
"7274","day100_2",8
"7275","day100_2",48
"7276","day100_2",12
"7277","day100_2",2
"7278","day100_2",97
"7279","day100_2",3
"7280","day100_2",0
"7281","day100_2",0
"7282","day100_2",59
"7283","day100_2",107
"7284","day100_2",6
"7285","day100_2",2
"7286","day100_2",106
"7287","day100_2",6
"7288","day100_2",102
"7289","day100_2",101
"7290","day100_2",1
"7291","day100_2",0
"7292","day100_2",2
"7293","day100_2",10
"7294","day100_2",8
"7295","day100_2",4
"7296","day100_2",29
"7297","day100_2",134
"7298","day100_2",3
"7299","day100_2",90
"7300","day100_2",0
"7301","day100_2",1
"7302","day100_2",2
"7303","day100_2",129
"7304","day100_2",5
"7305","day100_2",3
"7306","day100_2",2
"7307","day100_2",4
"7308","day100_2",4
"7309","day100_2",2
"7310","day100_2",38
"7311","day100_2",53
"7312","day100_2",12
"7313","day100_2",3
"7314","day100_2",7
"7315","day100_2",4
"7316","day100_2",12
"7317","day100_2",0
"7318","day100_2",9
"7319","day100_2",129
"7320","day100_2",3
"7321","day100_2",0
"7322","day100_2",0
"7323","day100_2",0
"7324","day100_2",41
"7325","day100_2",0
"7326","day100_2",138
"7327","day100_2",0
"7328","day100_2",6
"7329","day100_2",1
"7330","day100_2",5
"7331","day100_2",46
"7332","day100_2",46
"7333","day100_2",5
"7334","day100_2",5
"7335","day100_2",5
"7336","day100_2",0
"7337","day100_2",3
"7338","day100_2",0
"7339","day100_2",53
"7340","day100_2",1
"7341","day100_2",3
"7342","day100_2",3
"7343","day100_2",0
"7344","day100_2",9
"7345","day100_2",2
"7346","day100_2",35
"7347","day100_2",2
"7348","day100_2",1
"7349","day100_2",0
"7350","day100_2",12
"7351","day100_2",6
"7352","day100_2",2
"7353","day100_2",54
"7354","day100_2",2
"7355","day100_2",5
"7356","day100_2",70
"7357","day100_2",97
"7358","day100_2",2
"7359","day100_2",0
"7360","day100_2",122
"7361","day100_2",3
"7362","day100_2",1
"7363","day100_2",0
"7364","day100_2",0
"7365","day100_2",0
"7366","day100_2",4
"7367","day100_2",6
"7368","day100_2",76
"7369","day100_2",2
"7370","day100_2",12
"7371","day100_2",1
"7372","day100_2",0
"7373","day100_2",92
"7374","day100_2",1
"7375","day100_2",4
"7376","day100_2",44
"7377","day100_2",0
"7378","day100_2",13
"7379","day100_2",36
"7380","day100_2",6
"7381","day100_2",53
"7382","day100_2",8
"7383","day100_2",9
"7384","day100_2",0
"7385","day100_2",0
"7386","day100_2",7
"7387","day100_2",133
"7388","day100_2",0
"7389","day100_2",1
"7390","day100_2",6
"7391","day100_2",53
"7392","day100_2",1
"7393","day100_2",1
"7394","day100_2",2
"7395","day100_2",0
"7396","day100_2",0
"7397","day100_2",10
"7398","day100_2",0
"7399","day100_2",1
"7400","day100_2",67
"7401","day100_2",113
"7402","day100_2",0
"7403","day100_2",1
"7404","day100_2",7
"7405","day100_2",0
"7406","day100_2",5
"7407","day100_2",4
"7408","day100_2",131
"7409","day100_2",3
"7410","day100_2",84
"7411","day100_2",2
"7412","day100_2",0
"7413","day100_2",0
"7414","day100_2",3
"7415","day100_2",0
"7416","day100_2",3
"7417","day100_2",2
"7418","day100_2",0
"7419","day100_2",0
"7420","day100_2",95
"7421","day100_2",68
"7422","day100_2",4
"7423","day100_2",4
"7424","day100_2",3
"7425","day100_2",17
"7426","day100_2",5
"7427","day100_2",1
"7428","day100_2",11
"7429","day100_2",3
"7430","day100_2",10
"7431","day100_2",0
"7432","day100_2",5
"7433","day100_2",4
"7434","day100_2",0
"7435","day100_2",1
"7436","day100_2",3
"7437","day100_2",1
"7438","day100_2",6
"7439","day100_2",2
"7440","day100_2",8
"7441","day100_2",1
"7442","day100_2",6
"7443","day100_2",1
"7444","day100_2",1
"7445","day100_2",6
"7446","day100_2",2
"7447","day100_2",75
"7448","day100_2",5
"7449","day100_2",1
"7450","day100_2",86
"7451","day100_2",1
"7452","day100_2",3
"7453","day100_2",1
"7454","day100_2",91
"7455","day100_2",1
"7456","day100_2",5
"7457","day100_2",110
"7458","day100_2",8
"7459","day100_2",0
"7460","day100_2",1
"7461","day100_2",6
"7462","day100_2",0
"7463","day100_2",112
"7464","day100_2",0
"7465","day100_2",6
"7466","day100_2",10
"7467","day100_2",138
"7468","day100_2",19
"7469","day100_2",1
"7470","day100_2",1
"7471","day100_2",2
"7472","day100_2",6
"7473","day100_2",0
"7474","day100_2",84
"7475","day100_2",14
"7476","day100_2",92
"7477","day100_2",2
"7478","day100_2",1
"7479","day100_2",6
"7480","day100_2",0
"7481","day100_2",0
"7482","day100_2",0
"7483","day100_2",41
"7484","day100_2",76
"7485","day100_2",0
"7486","day100_2",3
"7487","day100_2",2
"7488","day100_2",3
"7489","day100_2",0
"7490","day100_2",116
"7491","day100_2",44
"7492","day100_2",50
"7493","day100_2",0
"7494","day100_2",0
"7495","day100_2",0
"7496","day100_2",0
"7497","day100_2",3
"7498","day100_2",144
"7499","day100_2",0
"7500","day100_2",34
"7501","day100_2",141
"7502","day100_2",114
"7503","day100_2",0
"7504","day100_2",4
"7505","day100_2",0
"7506","day100_2",8
"7507","day100_2",6
"7508","day100_2",43
"7509","day100_2",1
"7510","day100_2",2
"7511","day100_2",5
"7512","day100_2",2
"7513","day100_2",1
"7514","day100_2",10
"7515","day100_2",106
"7516","day100_2",14
"7517","day100_2",1
"7518","day100_2",0
"7519","day100_2",0
"7520","day100_2",0
"7521","day100_2",4
"7522","day100_2",119
"7523","day100_2",4
"7524","day100_2",1
"7525","day100_2",1
"7526","day100_2",3
"7527","day100_2",2
"7528","day100_2",2
"7529","day100_2",7
"7530","day100_2",10
"7531","day100_2",4
"7532","day100_2",0
"7533","day100_2",53
"7534","day100_2",1
"7535","day100_2",70
"7536","day100_2",0
"7537","day100_2",2
"7538","day100_2",66
"7539","day100_2",33
"7540","day100_2",3
"7541","day100_2",7
"7542","day100_2",4
"7543","day100_2",0
"7544","day100_2",7
"7545","day100_2",5
"7546","day100_2",6
"7547","day100_2",3
"7548","day100_2",1
"7549","day100_2",1
"7550","day100_2",1
"7551","day100_2",2
"7552","day100_2",89
"7553","day100_2",0
"7554","day100_2",3
"7555","day100_2",8
"7556","day100_2",7
"7557","day100_2",5
"7558","day100_2",48
"7559","day100_2",6
"7560","day100_2",2
"7561","day100_2",28
"7562","day100_2",87
"7563","day100_2",5
"7564","day100_2",105
"7565","day100_2",2
"7566","day100_2",0
"7567","day100_2",3
"7568","day100_2",0
"7569","day100_2",3
"7570","day100_2",7
"7571","day100_2",1
"7572","day100_2",4
"7573","day100_2",6
"7574","day100_2",6
"7575","day100_2",6
"7576","day100_2",9
"7577","day100_2",2
"7578","day100_2",42
"7579","day100_2",6
"7580","day100_2",4
"7581","day100_2",4
"7582","day100_2",5
"7583","day100_2",12
"7584","day100_2",0
"7585","day100_2",0
"7586","day100_2",11
"7587","day100_2",1
"7588","day100_2",2
"7589","day100_2",1
"7590","day100_2",13
"7591","day100_2",4
"7592","day100_2",1
"7593","day100_2",92
"7594","day100_2",2
"7595","day100_2",4
"7596","day100_2",1
"7597","day100_2",0
"7598","day100_2",3
"7599","day100_2",0
"7600","day100_2",0
"7601","day100_2",1
"7602","day100_2",3
"7603","day100_2",1
"7604","day100_2",2
"7605","day100_2",23
"7606","day100_2",1
"7607","day100_2",45
"7608","day100_2",55
"7609","day100_2",133
"7610","day100_2",2
"7611","day100_2",38
"7612","day100_2",3
"7613","day100_2",2
"7614","day100_2",8
"7615","day100_2",5
"7616","day100_2",86
"7617","day100_2",4
"7618","day100_2",4
"7619","day100_2",114
"7620","day100_2",39
"7621","day100_2",2
"7622","day100_2",55
"7623","day100_2",3
"7624","day100_2",7
"7625","day100_2",2
"7626","day100_2",0
"7627","day100_2",3
"7628","day100_2",4
"7629","day100_2",0
"7630","day100_2",4
"7631","day100_2",0
"7632","day100_2",11
"7633","day100_2",4
"7634","day100_2",8
"7635","day100_2",29
"7636","day100_2",6
"7637","day100_2",10
"7638","day100_2",0
"7639","day100_2",106
"7640","day100_2",26
"7641","day100_2",7
"7642","day100_2",5
"7643","day100_2",0
"7644","day100_2",1
"7645","day100_2",1
"7646","day100_2",3
"7647","day100_2",8
"7648","day100_2",0
"7649","day100_2",6
"7650","day100_2",1
"7651","day100_2",73
"7652","day100_2",61
"7653","day100_2",3
"7654","day100_2",3
"7655","day100_2",130
"7656","day100_2",2
"7657","day100_2",7
"7658","day100_2",65
"7659","day100_2",111
"7660","day100_2",2
"7661","day100_2",11
"7662","day100_2",2
"7663","day100_2",7
"7664","day100_2",2
"7665","day100_2",2
"7666","day100_2",50
"7667","day100_2",13
"7668","day100_2",73
"7669","day100_2",0
"7670","day100_2",2
"7671","day100_2",1
"7672","day100_2",46
"7673","day100_2",0
"7674","day100_2",1
"7675","day100_2",1
"7676","day100_2",3
"7677","day100_2",4
"7678","day100_2",0
"7679","day100_2",0
"7680","day100_2",1
"7681","day100_2",7
